tipo_negocio,tiene_reja,anio_apertura,trabajadores_total,trabajadores_salario_fijo,expectativa_trabajadores_3m,ventas_vs_mes_anterior,razon_cambio_ventas,expectativa_ventas_3m,cambio_inventario,expectativa_inventario_3m,percepcion_inventario,cambio_precios,expectativa_precios_3m,impacto_crimen,impacto_falta_credito,impacto_precio_bienes,impacto_competencia,credito_bancos,credito_proveedores,credito_familia,credito_gobierno,credito_privado,credito_otro,razon_sin_credito,quiere_crecer,razon_no_crecer,nivel_digitalizacion,tecnologias_digitales,horario_apertura,horario_cierre,sexo,tipo_local,educacion,rango_edad,latitud,longitud,salario_dejar_negocio_num,salario_dejar_negocio_text,consumo_energia_kw_num,consumo_energia_kw_text,consumo_energia_kw_cash
Cervecería,True,2017.0,10.0,10.0,Aumente,Igual,No aplica,Mayores,Permaneció igual,Incremente,En su nivel correcto,Permaneció igual,Permanezcan igual,Poco,Mucho,Mucho,Poco,False,False,False,False,False,,No necesito un crédito,True,,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).,Plataformas online/móviles para hacer pedidos a proveedores.",9:00 am,3:00 pm,Hombre,Rentado,Sin estudios,De 31 a 40,-34.6144647,-58.4592263,,No aplica,,No aplica,
Kiosko,False,2021.0,3.0,3.0,Disminuya,Mejor,Principio de mes,Iguales,Aumentó,Permanezca igual,En su nivel correcto,Permaneció igual,Aumenten,Nada,Poco,Moderado,Poco,False,False,False,False,False,,No necesito un crédito,True,,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).,Plataformas online/móviles para hacer pedidos a proveedores.",6:00 am,11:00 pm,Hombre,Propio,Universidad y más,De 21 a 30,-34.5984333,-58.4368097,1300000,,,,
Dietéticas,False,2022.0,5.0,5.0,Permanezca igual,Mejor,"Estabilidas, epoca del año",Mayores,Permaneció igual,Incremente,Demsiado grande,Permaneció igual,Aumenten,Nada,Nada,Nada,Moderado,False,False,False,False,False,No,No necesito un crédito,True,,"Alto: La mayoría de nuestras operaciones usan sistemas digitales (ej. software de inventario, caja electrónica, pedidos en línea).","Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).,Punto de venta digital (POS) o sistema de inventario.,Plataformas online/móviles para hacer pedidos a proveedores.",8:30 am,8:00 pm,Mujer,Rentado,Secundaria,De 21 a 30,-34.7628263,-58.4024714,1500000,,,No sabe,
Confitería o Panadería,False,2005.0,4.0,4.0,Permanezca igual,Peor,Temporada,Mayores,Aumentó,Incremente,En su nivel correcto,Permaneció igual,Aumenten,Nada,Nada,Poco,Poco,False,False,False,False,False,,No necesito un crédito,True,,Básico: Usamos al menos una herramienta digital básica (ej. un celular o una app de mensajería) para algunas tareas.,Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,6:00 am,8:30 pm,Mujer,Propio,Primaria,De 21 a 30,-34.4760837,-58.6246341,,-,,,
Dietéticas,True,2025.0,2.0,0.0,Aumente,Mejor,Porque se invirtio,Mayores,Aumentó,Incremente,En su nivel correcto,Aumentó,Aumenten,Poco,Poco,Moderado,Moderado,True,False,True,False,True,,,True,,"Alto: La mayoría de nuestras operaciones usan sistemas digitales (ej. software de inventario, caja electrónica, pedidos en línea).","Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).,Punto de venta digital (POS) o sistema de inventario.",9:00 am,9:00 pm,Mujer,Rentado,Sin estudios,Más de 60,-34.6158623,-58.4581209,1000000.0,1 millon y medio,,250000,250000
Confitería o Panadería,False,2020.0,10.0,10.0,Permanezca igual,Igual,,Mayores,Aumentó,Incremente,En su nivel correcto,Aumentó,Permanezcan igual,Nada,Nada,Moderado,Poco,False,False,False,False,False,,No necesito un crédito,True,,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).,Plataformas online/móviles para hacer pedidos a proveedores.",7:00 am,8:30 pm,Mujer,Rentado,Universidad y más,De 41 a 50,-34.4778412,-58.6239417,,,,-,
Cafeterías,True,2020.0,4.0,0.0,Permanezca igual,Peor,"Vacaciones escolares, colegios cercanos",Mayores,Permaneció igual,Incremente,En su nivel correcto,Permaneció igual,Permanezcan igual,Poco,Moderado,Moderado,Algo,False,False,False,False,False,,No necesito un crédito,True,,"Alto: La mayoría de nuestras operaciones usan sistemas digitales (ej. software de inventario, caja electrónica, pedidos en línea).","Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).,Punto de venta digital (POS) o sistema de inventario.",7:30 am,7:00 pm,Mujer,Propio,Secundaria,De 21 a 30,-34.613201,-58.4551476,0,,,Boleta 200000,200000.0
Kiosko,False,2010.0,4.0,4.0,Permanezca igual,Peor,Por el gobierno,Iguales,Disminuyó,Permanezca igual,Muy poco,Permaneció igual,Permanezcan igual,Mucho,Mucho,Mucho,Mucho,False,False,False,False,False,No,Las tasas de interés son muy altas,True,,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).",8:00 am,11:00 pm,Mujer,Rentado,Secundaria,De 31 a 40,,,,-,,-,
Kiosko,True,2004.0,3.0,0.0,Disminuya,Igual,Económicas,Menores,Permaneció igual,Disminuya,En su nivel correcto,Aumentó,Aumenten,Poco,Nada,Algo,Moderado,False,True,False,False,False,-,No necesito un crédito,True,,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).,Plataformas online/móviles para hacer pedidos a proveedores.",7:00 am,7:00 pm,Hombre,Propio,Secundaria,Más de 60,-34.4752285,-58.6217494,1500000.0,$1500.000,1800,,
Fiambrería,False,2025.0,1.0,0.0,Aumente,Mejor,Por la calidad de los productos y el mejor servicio,Mayores,Aumentó,Incremente,En su nivel correcto,Permaneció igual,Permanezcan igual,Nada,Nada,Poco,Poco,False,False,False,False,False,No,No necesito un crédito,True,,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).",9:00 am,8:00 pm,Hombre,Rentado,Secundaria,De 41 a 50,-34.826067,-58.389121,1300000,,,No sabe,
Kiosko,True,2022.0,2.0,2.0,Permanezca igual,Peor,La gente no se da gustos,Mayores,Permaneció igual,Permanezca igual,En su nivel correcto,Aumentó,Aumenten,Poco,Poco,Moderado,Moderado,False,False,False,False,False,,No necesito un crédito,True,,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).",7:30 am,9:00 pm,Mujer,Rentado,Secundaria,De 21 a 30,-34.6157837,-58.4565581,2000000.0,2 millones,,No aplica,
Verdulería,False,2015.0,1.0,0.0,Permanezca igual,Igual,Porque la situación económica actual,Mayores,Permaneció igual,Incremente,En su nivel correcto,Aumentó,Aumenten,Mucho,Nada,Mucho,Algo,False,False,False,False,False,No,No necesito un crédito,True,,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).",9:00 am,8:30 pm,Mujer,Rentado,Secundaria,De 31 a 40,34.828341,-58.389164,,-,764,,
Kiosko,False,2021.0,2.0,0.0,Permanezca igual,Igual,No hay tanto consumo pero permanece fiel cierta clientela,Mayores,Permaneció igual,Incremente,En su nivel correcto,Aumentó,Aumenten,Nada,Nada,Moderado,Mucho,False,False,True,False,False,No,No necesito un crédito,True,,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).",8:30 am,10:00 pm,Hombre,Propio,Secundaria,De 21 a 30,34.827627,-58.390189,,-,2000,,
Carnicería,False,2024.0,3.0,1.0,Permanezca igual,Mejor,Mayor movimiento de gente,Mayores,Aumentó,Incremente,En su nivel correcto,Permaneció igual,Aumenten,Poco,Algo,Algo,Moderado,True,False,True,False,False,No,,True,,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).",9:00 am,8:00 pm,Hombre,Rentado,Preparatoria,De 21 a 30,34.827983,-58.390383,,-,,-,
Granja,False,2019.0,3.0,0.0,Aumente,Igual,"Por los impuestos de la ciudad de Tandil. Con el corte de obras públicas por parte del estado Nacional, cree que se dió el alza de impuestos a nivel local. No hay consenso para reclamar. Pone como ejemplo beneficios por parte del Municipio por ser buen contribuyente. La gente no llega a fin de mes, “fin de mes se adelantó”.",Mayores,Aumentó,Incremente,En su nivel correcto,Aumentó,Aumenten,Nada,Nada,Moderado,Nada,True,True,False,False,False,,,True,,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,Punto de venta digital (POS) o sistema de inventario.,8:00 am,1:00 pm,Hombre,Rentado,Primaria,De 41 a 50,,,7000000.0,"7 millones de pesos argentinos, aunque la “paz” de su propio negocio es invaluable",624.0,624 kw,
Granja,False,2014.0,4.0,1.0,Aumente,Peor,Porque la mayor parte de la clientela son jubilados y porque también están cerca de un colegio y tienen viaje de egresados,Mayores,Disminuyó,Incremente,En su nivel correcto,Permaneció igual,Aumenten,Algo,Nada,Poco,Moderado,False,False,False,False,False,No,No necesito un crédito,True,,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).",9:00 am,8:00 pm,Mujer,Propio,Universidad y más,De 21 a 30,34.827983,-58.390383,,-,,-,
Granja,False,2007.0,2.0,2.0,Permanezca igual,Peor,"Antes se vendia en cantidad, ahora ya no hay encargos, compran menos",Menores,Aumentó,Disminuya,En su nivel correcto,Aumentó,Aumenten,Nada,Moderado,Mucho,Nada,False,False,False,False,False,,Los requerimientos de garantía son muy altos,True,,Básico: Usamos al menos una herramienta digital básica (ej. un celular o una app de mensajería) para algunas tareas.,Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,8:00 am,9:00 pm,Mujer,Propio,Primaria,De 51 a 60,-34.0,7352274.0,250000,,1258,,
Dietéticas,True,2020.0,2.0,2.0,Aumente,Mejor,Temporada de verano,Mayores,Aumentó,Incremente,En su nivel correcto,Aumentó,Aumenten,Nada,Nada,Mucho,Mucho,False,False,True,False,False,,Los requerimientos de garantía son muy altos,True,,"Alto: La mayoría de nuestras operaciones usan sistemas digitales (ej. software de inventario, caja electrónica, pedidos en línea).","Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).,Punto de venta digital (POS) o sistema de inventario.",10:00 am,8:00 pm,Hombre,Rentado,Secundaria,De 51 a 60,,,2000000,,,-,
Granja,True,2023.0,1.0,1.0,Permanezca igual,Peor,Porque la gente no llega a fin de mes.,Mayores,Permaneció igual,Incremente,En su nivel correcto,Aumentó,Aumenten,Poco,Nada,Mucho,Mucho,False,False,False,False,False,,Los requerimientos de garantía son muy altos,True,,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).",9:00 am,8:00 pm,Hombre,Rentado,Secundaria,De 51 a 60,-34.6259413237714,-58.42242746313448,2000000,,,-,
Almacén,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dietéticas,True,2024.0,3.0,3.0,Permanezca igual,Mejor,Por la situación económica y la temporada de verano,Mayores,Aumentó,Incremente,En su nivel correcto,Permaneció igual,Aumenten,Nada,Nada,Poco,Mucho,False,False,False,False,False,-,No necesito un crédito,True,,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).,Punto de venta digital (POS) o sistema de inventario.",9:30 am,8:00 pm,Mujer,Rentado,Secundaria,De 41 a 50,-34.62552808071979,-58.416931042222366,,-,,-,
Verdulería,True,2005.0,2.0,2.0,Permanezca igual,Igual,-,Mayores,Permaneció igual,Incremente,Muy poco,Aumentó,Aumenten,Moderado,Nada,Mucho,Mucho,False,False,False,False,False,-,No necesito un crédito,True,,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).",9:00 am,8:30 pm,Hombre,Rentado,Secundaria,De 31 a 40,-34.62590303271392,-58.42035111165799,2500000,,,-,
Bares y pequeños restaurantes,True,2020.0,5.0,4.0,Permanezca igual,Igual,-,Mayores,Aumentó,Incremente,En su nivel correcto,Aumentó,Aumenten,Nada,Algo,Poco,Mucho,True,False,True,False,False,-,,True,,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).,Plataformas online/móviles para hacer pedidos a proveedores.",7:30 am,7:00 pm,Mujer,Rentado,Universidad y más,De 51 a 60,-34.619660156837234,-58.41084633215886,8000000,,,-,
Bares y pequeños restaurantes,False,2024.0,2.0,1.0,Permanezca igual,Peor,Por el clima. Generalmente vendemos más en invierno y ahora está empezando el calor,Menores,Permaneció igual,Disminuya,En su nivel correcto,Aumentó,Aumenten,Moderado,Algo,Moderado,Algo,False,False,False,False,False,,No necesito un crédito,True,,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).",9:30 am,8:00 pm,Hombre,Rentado,Secundaria,De 41 a 50,-34.80388208185953,-58.4776289470768,1200000,,269,,
Cafeterías,False,2024.0,3.0,3.0,Permanezca igual,Peor,Obra,Mayores,Aumentó,Incremente,En su nivel correcto,Aumentó,Aumenten,Nada,Nada,Moderado,Moderado,False,False,False,False,False,,No necesito un crédito,True,,"Alto: La mayoría de nuestras operaciones usan sistemas digitales (ej. software de inventario, caja electrónica, pedidos en línea).","Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).,Punto de venta digital (POS) o sistema de inventario.",9:30 am,7:30 pm,Mujer,Rentado,Secundaria,De 21 a 30,,,800000,,,-,
Almacén,False,2019.0,2.0,0.0,Permanezca igual,Peor,Situación del país,Menores,Permaneció igual,Disminuya,En su nivel correcto,Permaneció igual,Permanezcan igual,Nada,Nada,Poco,Algo,False,False,True,False,False,-,No necesito un crédito,False,Porque está satisfecho con su negocio,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).",9:30 am,7:30 pm,Hombre,Rentado,Secundaria,Más de 60,-34.579016301115374,-58.53752273237932,0,,,-,
Kiosko,True,2021.0,1.0,0.0,Aumente,Peor,Situación del país,Mayores,Disminuyó,Permanezca igual,En su nivel correcto,Aumentó,Aumenten,Nada,Nada,Mucho,Moderado,False,False,True,False,False,-,No necesito un crédito,False,Porque está satisfecho con su negocio,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).",9:00 am,7:30 pm,Hombre,Rentado,Secundaria,De 41 a 50,-34.57840180278272,-58.5381576105702,1500000,,,-,
Verdulería,True,2023.0,2.0,2.0,Permanezca igual,Igual,Por los precios que varian mucho,Mayores,Permaneció igual,Permanezca igual,Muy poco,Bajó,Permanezcan igual,Mucho,Mucho,Mucho,Mucho,False,False,False,False,False,No,Los requerimientos de garantía son muy altos,False,Porque tendría que pagar más impuestos,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).",9:00 am,9:00 pm,Hombre,Rentado,Secundaria,De 31 a 40,-34.5667969,-58.518427,2500000,,50,,
Heladería,False,1985.0,2.0,2.0,Permanezca igual,Mejor,Comienzo de la temporada,Mayores,Aumentó,Incremente,En su nivel correcto,Aumentó,Permanezcan igual,Nada,Nada,Poco,Poco,False,True,False,False,False,No he recibido,No necesito un crédito,True,,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).",11:30 am,11:00 pm,Hombre,Propio,Secundaria,Más de 60,-34.58244730683394,-58.49839828888437,40.0,"No lo cerraría, es un emprendimiento familiar de hace más de 40 años",,No dispone de esa información,
Kiosko,False,1999.0,4.0,0.0,Permanezca igual,Peor,Economía,Menores,Aumentó,Permanezca igual,En su nivel correcto,Aumentó,Aumenten,Poco,Poco,Mucho,Mucho,True,True,False,True,False,,,True,,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).,Plataformas online/móviles para hacer pedidos a proveedores.",8:00 am,12:00 pm,Mujer,Rentado,Universidad y más,De 51 a 60,-34.5933341,-58.3874973,8000000,,1900,,
Confitería o Panadería,True,2023.0,2.0,2.0,Permanezca igual,Igual,Por la situación del país. Estacionalidad,Mayores,Permaneció igual,Permanezca igual,En su nivel correcto,Permaneció igual,Permanezcan igual,Nada,Nada,Nada,Mucho,False,False,False,False,False,,No necesito un crédito,True,,Básico: Usamos al menos una herramienta digital básica (ej. un celular o una app de mensajería) para algunas tareas.,"Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).",7:30 am,8:30 pm,Mujer,Propio,Secundaria,De 51 a 60,-34.5465831,-58.46361,7000000.0,$7.000.000,,,
Kiosko,True,2016.0,1.0,0.0,Permanezca igual,Peor,"Colegio público máximo comprador, con menor poder adquisitivo",Menores,Permaneció igual,Disminuya,Demsiado grande,Aumentó,Aumenten,Poco,Nada,Mucho,Algo,False,False,False,False,False,,No necesito un crédito,False,Porque tendría que hacer trámites muy costosos,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).",7:00 am,7:00 pm,Mujer,Rentado,Secundaria,De 51 a 60,-34.513,-58.4891,,Ninguno,1371.0,1371 aproximadamente,
Carnicería,False,2020.0,2.0,2.0,Permanezca igual,Igual,La gente no achica gastos en comida,Mayores,Permaneció igual,Incremente,En su nivel correcto,Permaneció igual,Aumenten,Nada,Nada,Nada,Moderado,False,True,False,False,False,No,No necesito un crédito,False,Porque tendría que pagar más impuestos,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).",8:00 am,8:00 pm,Hombre,Rentado,Secundaria,De 51 a 60,-34.5694638,-58.523204,1000000,,1035,,
Dietéticas,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-34.761161,-58.3966205,,,,,
Carnicería,False,2021.0,6.0,6.0,Permanezca igual,Igual,"Atencion, ofertas, precio y calidad",Mayores,Disminuyó,Incremente,Muy poco,Aumentó,Aumenten,Nada,Nada,Moderado,Nada,False,False,False,False,False,,No necesito un crédito,True,,Básico: Usamos al menos una herramienta digital básica (ej. un celular o una app de mensajería) para algunas tareas.,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).,Plataformas online/móviles para hacer pedidos a proveedores.",8:00 am,9:00 pm,Hombre,Propio,Secundaria,De 21 a 30,-34.5396463,-58.4658892,1500000.0,$1.500.000,1300,,
Kiosko,False,2001.0,2.0,2.0,Permanezca igual,Igual,La gente que realiza compras en kioscos no tiene dinero.,Iguales,Permaneció igual,Permanezca igual,En su nivel correcto,Aumentó,Aumenten,Nada,Nada,Moderado,Poco,False,False,False,False,False,,No necesito un crédito,True,,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).",7:00 am,9:00 pm,Hombre,Rentado,Primaria,Más de 60,-37.32785252724869,-59.132144362759206,,Ninguno,900,,
Kiosko,False,2020.0,1.0,0.0,Permanezca igual,Peor,"Por el aumento de los precios, la inflacion",Mayores,Disminuyó,Incremente,Muy poco,Aumentó,Permanezcan igual,Poco,Nada,Poco,Mucho,False,False,True,False,False,,No creo que me lo aprobarían,False,Porque sería muy complicado administrarlo,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).",9:00 am,8:00 pm,Hombre,Propio,Primaria,Más de 60,,,1500000,,,,
Kiosko,False,2020.0,1.0,0.0,Aumente,Peor,Los precios aumentaron,Mayores,Disminuyó,Incremente,Muy poco,Bajó,Aumenten,Nada,Nada,Algo,Mucho,False,False,False,False,False,No,Los requerimientos de garantía son muy altos,False,Porque sería muy complicado administrarlo,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).",9:00 am,8:00 pm,Hombre,Propio,Primaria,Más de 60,-34.8218041,-58.4909689,1500000,,,No sabe,
Almacén,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-37.319113,-59.1338002,,,,,
Kiosko,False,2003.0,4.0,2.0,Permanezca igual,Peor,Por la situación del país,Mayores,Permaneció igual,Permanezca igual,En su nivel correcto,Permaneció igual,Permanezcan igual,Poco,Moderado,Moderado,Moderado,False,True,False,False,False,,No necesito un crédito,True,,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).,Punto de venta digital (POS) o sistema de inventario.,Plataformas online/móviles para hacer pedidos a proveedores.",7:00 am,11:00 pm,Hombre,Rentado,Secundaria,De 51 a 60,-34.8276483,-58.1818724,3000000,,,No sabe,
Carnicería,False,2012.0,1.0,0.0,Permanezca igual,Peor,Recesión general,Menores,Permaneció igual,Disminuya,En su nivel correcto,Permaneció igual,,Nada,Nada,Poco,Algo,False,False,False,False,False,,Las tasas de interés son muy altas,False,Porque está satisfecho con su negocio,Básico: Usamos al menos una herramienta digital básica (ej. un celular o una app de mensajería) para algunas tareas.,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).",8:00 am,8:00 pm,Hombre,Rentado,Secundaria,Más de 60,-34.5943302,-58.3970604,1800000,,1249,,
Verdulería,False,2017.0,3.0,0.0,Permanezca igual,Mejor,Estacionalidad,Mayores,Permaneció igual,Incremente,En su nivel correcto,Aumentó,Aumenten,Nada,Poco,Poco,Poco,True,False,False,False,True,Billeteras virtuales (Ej.: MercadoPago),,True,,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).,Punto de venta digital (POS) o sistema de inventario.",9:00 am,8:30 pm,Hombre,Rentado,Primaria,De 41 a 50,-34.526847,-58.516961,2000000,,,,
Almacén,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-34.4764764,-58.6209296,,,,,
Pescadería,False,2023.0,2.0,2.0,Permanezca igual,Peor,Por losferiados,Iguales,Permaneció igual,Incremente,En su nivel correcto,Aumentó,Aumenten,Poco,Poco,Moderado,Nada,False,False,False,False,False,,Las tasas de interés son muy altas,True,,"Alto: La mayoría de nuestras operaciones usan sistemas digitales (ej. software de inventario, caja electrónica, pedidos en línea).","Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).,Punto de venta digital (POS) o sistema de inventario.,Plataformas online/móviles para hacer pedidos a proveedores.",10:00 am,8:30 pm,Mujer,Rentado,Secundaria,De 31 a 40,-34.5942499,-58.397049,3000000,,,Desconoce,
